tanggal,provinsi,kasus_baru,kasus_aktif,kasus_kematian
7/13/2020,DKI Jakarta,281,66,7
7/13/2020,Daerah Istimewa Yogyakarta,8,0,0
7/13/2020,Gorontalo,4,-4,3
7/13/2020,Indonesia,1282,181,50
7/13/2020,Jambi,0,-1,1
7/13/2020,Jawa Barat,76,42,0
7/13/2020,Jawa Tengah,166,110,9
7/13/2020,Jawa Timur,197,10,22
7/13/2020,Kalimantan Barat,5,4,0
7/13/2020,Kalimantan Selatan,73,46,3
7/13/2020,Kalimantan Tengah,26,23,0
7/13/2020,Kalimantan Timur,5,-6,1
7/13/2020,Kalimantan Utara,1,1,0
7/13/2020,Kepulauan Bangka Belitung,0,-3,0
7/13/2020,Kepulauan Riau,0,-1,0
7/13/2020,Lampung,1,0,0
7/13/2020,Maluku,26,22,0
7/13/2020,Maluku Utara,13,8,1
7/13/2020,Nusa Tenggara Barat,23,-3,4
7/13/2020,Nusa Tenggara Timur,0,0,0
7/13/2020,Papua,101,92,0
7/13/2020,Papua Barat,0,-3,0
7/13/2020,Riau,3,0,0
7/13/2020,Sulawesi Barat,1,1,0
7/13/2020,Sulawesi Selatan,125,-132,3
7/13/2020,Sulawesi Tengah,0,0,0
7/13/2020,Sulawesi Tenggara,7,6,0
7/13/2020,Sulawesi Utara,20,11,1
7/13/2020,Sumatera Barat,0,0,0
7/13/2020,Sumatera Selatan,50,16,4
7/13/2020,Sumatera Utara,46,31,2
7/14/2020,Aceh,4,3,0
7/14/2020,Bali,101,76,0
7/14/2020,Banten,9,2,0
7/14/2020,Bengkulu,5,4,0
7/14/2020,DKI Jakarta,266,142,4
7/14/2020,Daerah Istimewa Yogyakarta,8,2,1
7/14/2020,Gorontalo,22,15,0
7/14/2020,Indonesia,1591,590,54
7/14/2020,Jambi,2,2,0
7/14/2020,Jawa Barat,62,17,1
7/14/2020,Jawa Tengah,138,93,7
7/14/2020,Jawa Timur,278,-20,26
7/14/2020,Kalimantan Barat,0,-12,0
7/14/2020,Kalimantan Selatan,161,105,2
7/14/2020,Kalimantan Tengah,32,-11,1
7/14/2020,Kalimantan Timur,27,19,0
7/14/2020,Kalimantan Utara,0,0,0
7/14/2020,Kepulauan Bangka Belitung,2,2,0
7/14/2020,Kepulauan Riau,5,4,0
7/14/2020,Lampung,0,0,0
7/14/2020,Maluku,0,0,0
7/14/2020,Maluku Utara,2,-2,0
7/14/2020,Nusa Tenggara Barat,21,-4,1
7/14/2020,Nusa Tenggara Timur,0,0,0
7/14/2020,Papua,1,-1,0
7/14/2020,Papua Barat,6,4,0
7/14/2020,Riau,3,3,0
7/14/2020,Sulawesi Barat,3,0,0
7/14/2020,Sulawesi Selatan,197,44,13
7/14/2020,Sulawesi Tengah,1,-1,0
7/14/2020,Sulawesi Tenggara,3,-2,1
7/14/2020,Sulawesi Utara,16,-1,1
7/14/2020,Sumatera Barat,3,-8,0
7/14/2020,Sumatera Selatan,51,28,4
7/14/2020,Sumatera Utara,130,105,5
7/15/2020,Aceh,27,24,2
7/15/2020,Bali,64,52,0
7/15/2020,Banten,4,-3,0
7/15/2020,Bengkulu,2,1,0
7/15/2020,DKI Jakarta,251,49,5
7/15/2020,Daerah Istimewa Yogyakarta,9,6,0
7/15/2020,Gorontalo,7,-6,0
7/15/2020,Indonesia,1522,21,87
7/15/2020,Jambi,1,-1,0
7/15/2020,Jawa Barat,80,-49,2
7/15/2020,Jawa Tengah,355,233,10
7/15/2020,Jawa Timur,261,-93,39
7/15/2020,Kalimantan Barat,0,0,0
7/15/2020,Kalimantan Selatan,109,60,8
7/15/2020,Kalimantan Tengah,0,-21,0
7/15/2020,Kalimantan Timur,34,27,0
7/15/2020,Kalimantan Utara,0,0,0
7/15/2020,Kepulauan Bangka Belitung,1,-4,0
7/15/2020,Kepulauan Riau,4,-1,0
7/15/2020,Lampung,6,5,0
7/15/2020,Maluku,20,9,0
7/15/2020,Maluku Utara,39,36,0
7/15/2020,Nusa Tenggara Barat,26,9,3
7/15/2020,Nusa Tenggara Timur,0,0,0
7/15/2020,Papua,68,6,3
7/15/2020,Papua Barat,0,-4,0
7/15/2020,Riau,0,-1,0
7/15/2020,Sulawesi Barat,6,6,0
7/15/2020,Sulawesi Selatan,151,24,12
7/15/2020,Sulawesi Tengah,1,-6,0
7/15/2020,Sulawesi Tenggara,10,5,1
7/15/2020,Sulawesi Utara,44,32,0
7/15/2020,Sumatera Barat,2,-3,0
7/15/2020,Sumatera Selatan,30,16,0
7/15/2020,Sumatera Utara,96,88,0
7/16/2020,Aceh,3,1,1
7/16/2020,Bali,112,86,0
7/16/2020,Banten,17,4,0
7/16/2020,Bengkulu,1,0,0
7/16/2020,DKI Jakarta,309,166,8
7/16/2020,Daerah Istimewa Yogyakarta,8,8,0
7/16/2020,Gorontalo,24,14,1
7/16/2020,Indonesia,1574,203,76
7/16/2020,Jambi,0,0,0
7/16/2020,Jawa Barat,55,26,1
7/16/2020,Jawa Tengah,304,44,8
7/16/2020,Jawa Timur,191,-80,17
7/16/2020,Kalimantan Barat,4,3,0
7/16/2020,Kalimantan Selatan,133,65,2
7/16/2020,Kalimantan Tengah,12,-22,1
7/16/2020,Kalimantan Timur,24,9,0
7/16/2020,Kalimantan Utara,0,-1,0
7/16/2020,Kepulauan Bangka Belitung,0,-16,0
7/16/2020,Kepulauan Riau,0,0,0
7/16/2020,Lampung,4,4,0
7/16/2020,Maluku,6,-13,0
7/16/2020,Maluku Utara,27,23,0
7/16/2020,Nusa Tenggara Barat,30,3,0
7/16/2020,Nusa Tenggara Timur,0,-1,0
7/16/2020,Papua,55,45,1
7/16/2020,Papua Barat,4,4,0
7/16/2020,Riau,5,3,0
7/16/2020,Sulawesi Barat,2,-2,0
7/16/2020,Sulawesi Selatan,179,-48,15
7/16/2020,Sulawesi Tengah,0,0,0
7/16/2020,Sulawesi Tenggara,9,7,0
7/16/2020,Sulawesi Utara,29,13,1
7/16/2020,Sumatera Barat,1,-2,0
7/16/2020,Sumatera Selatan,45,21,3
7/16/2020,Sumatera Utara,98,64,5
7/17/2020,Aceh,5,5,0
7/17/2020,Bali,85,64,1
7/17/2020,Banten,11,6,0
7/17/2020,Bengkulu,2,1,0
7/17/2020,DKI Jakarta,257,112,6
7/17/2020,Daerah Istimewa Yogyakarta,4,2,0
7/17/2020,Gorontalo,9,-29,3
7/17/2020,Indonesia,1462,-111,84
7/17/2020,Jambi,1,-2,0
7/17/2020,Jawa Barat,57,9,2
7/17/2020,Jawa Tengah,321,90,7
7/17/2020,Jawa Timur,249,-78,21
7/17/2020,Kalimantan Barat,0,0,0
7/17/2020,Kalimantan Selatan,101,52,7
7/17/2020,Kalimantan Tengah,58,27,2
7/17/2020,Kalimantan Timur,43,25,0
7/17/2020,Kalimantan Utara,1,-1,0
7/17/2020,Kepulauan Bangka Belitung,0,0,0
7/17/2020,Kepulauan Riau,0,0,0
7/17/2020,Lampung,1,0,0
7/17/2020,Maluku,2,1,0
7/17/2020,Maluku Utara,11,6,0
7/17/2020,Nusa Tenggara Barat,21,9,1
7/17/2020,Nusa Tenggara Timur,0,0,0
7/17/2020,Papua,21,-14,0
7/17/2020,Papua Barat,5,4,0
7/17/2020,Riau,5,5,0
7/17/2020,Sulawesi Barat,0,-1,0
7/17/2020,Sulawesi Selatan,99,-19,3
7/17/2020,Sulawesi Tengah,0,0,0
7/17/2020,Sulawesi Tenggara,14,-1,0
7/17/2020,Sulawesi Utara,28,-80,1
7/17/2020,Sumatera Barat,7,5,0
7/17/2020,Sumatera Selatan,70,41,2
7/17/2020,Sumatera Utara,83,55,7
7/18/2020,Aceh,0,0,0
7/18/2020,Bali,71,57,0
7/18/2020,Banten,8,-4,1
7/18/2020,Bengkulu,6,6,0
7/18/2020,DKI Jakarta,339,210,8
7/18/2020,Daerah Istimewa Yogyakarta,8,0,0
7/18/2020,Gorontalo,1,-4,2
7/18/2020,Indonesia,1752,259,59
7/18/2020,Jambi,6,3,0
7/18/2020,Jawa Barat,67,44,1
7/18/2020,Jawa Tengah,325,28,6
7/18/2020,Jawa Timur,257,7,26
7/18/2020,Kalimantan Barat,0,-6,0
7/18/2020,Kalimantan Selatan,107,16,3
7/18/2020,Kalimantan Tengah,0,-8,2
7/18/2020,Kalimantan Timur,25,12,0
7/18/2020,Kalimantan Utara,0,-1,0
7/18/2020,Kepulauan Bangka Belitung,1,0,0
7/18/2020,Kepulauan Riau,3,3,0
7/18/2020,Lampung,9,9,0
7/18/2020,Maluku,1,0,1
7/18/2020,Maluku Utara,33,10,0
7/18/2020,Nusa Tenggara Barat,25,9,3
7/18/2020,Nusa Tenggara Timur,10,-2,0
7/18/2020,Papua,58,47,0
7/18/2020,Papua Barat,38,35,1
7/18/2020,Riau,5,5,0
7/18/2020,Sulawesi Barat,4,3,0
7/18/2020,Sulawesi Selatan,167,87,2
7/18/2020,Sulawesi Tengah,0,0,0
7/18/2020,Sulawesi Tenggara,21,18,0
7/18/2020,Sulawesi Utara,54,-23,1
7/18/2020,Sumatera Barat,4,-1,0
7/18/2020,Sumatera Selatan,67,62,1
7/18/2020,Sumatera Utara,149,107,3
7/19/2020,Aceh,1,0,1
7/19/2020,Bali,54,17,1
7/19/2020,Banten,17,10,3
7/19/2020,Bengkulu,2,-1,0
7/19/2020,DKI Jakarta,319,-17,9
7/19/2020,Daerah Istimewa Yogyakarta,15,14,1
7/19/2020,Gorontalo,6,-1,0
7/19/2020,Indonesia,1639,-621,127
7/19/2020,Jambi,0,-3,0
7/19/2020,Jawa Barat,24,18,0
7/19/2020,Jawa Tengah,361,-97,34
7/19/2020,Jawa Timur,302,-27,44
7/19/2020,Kalimantan Barat,0,-4,0
7/19/2020,Kalimantan Selatan,110,75,5
7/19/2020,Kalimantan Tengah,74,-2,2
7/19/2020,Kalimantan Timur,20,18,1
7/19/2020,Kalimantan Utara,0,0,0
7/19/2020,Kepulauan Bangka Belitung,0,0,0
7/19/2020,Kepulauan Riau,1,1,0
7/19/2020,Lampung,2,-2,0
7/19/2020,Maluku,31,25,2
7/19/2020,Maluku Utara,8,-2,0
7/19/2020,Nusa Tenggara Barat,31,7,5
7/19/2020,Nusa Tenggara Timur,0,0,0
7/19/2020,Papua,50,36,1
7/19/2020,Papua Barat,2,-2,0
7/19/2020,Riau,11,10,0
7/19/2020,Sulawesi Barat,1,0,0
7/19/2020,Sulawesi Selatan,156,-369,8
7/19/2020,Sulawesi Tengah,1,0,0
7/19/2020,Sulawesi Tenggara,12,4,0
7/19/2020,Sulawesi Utara,47,24,2
7/19/2020,Sumatera Barat,9,4,1
7/19/2020,Sumatera Selatan,46,28,1
7/19/2020,Sumatera Utara,14,-12,1
7/20/2020,Aceh,2,1,0
7/20/2020,Bali,36,18,1
7/20/2020,Banten,8,-15,0
7/20/2020,Bengkulu,0,0,0
7/20/2020,DKI Jakarta,381,217,9
7/20/2020,Daerah Istimewa Yogyakarta,6,2,1
7/20/2020,Gorontalo,105,103,2
7/20/2020,Indonesia,1693,21,96
7/20/2020,Jambi,0,0,0
7/20/2020,Jawa Barat,63,-5,1
7/20/2020,Jawa Tengah,408,50,42
7/20/2020,Jawa Timur,287,4,26
7/20/2020,Kalimantan Barat,0,0,0
7/20/2020,Kalimantan Selatan,52,-53,6
7/20/2020,Kalimantan Tengah,0,0,0
7/20/2020,Kalimantan Timur,25,4,1
7/20/2020,Kalimantan Utara,1,-16,0
7/20/2020,Kepulauan Bangka Belitung,4,4,0
7/20/2020,Kepulauan Riau,1,-1,0
7/20/2020,Lampung,0,-3,0
7/20/2020,Maluku,19,9,0
7/20/2020,Maluku Utara,3,-2,0
7/20/2020,Nusa Tenggara Barat,34,31,2
7/20/2020,Nusa Tenggara Timur,3,0,0
7/20/2020,Papua,41,31,0
7/20/2020,Papua Barat,27,24,0
7/20/2020,Riau,15,10,0
7/20/2020,Sulawesi Barat,7,-2,0
7/20/2020,Sulawesi Selatan,126,-153,2
7/20/2020,Sulawesi Tengah,0,0,0
7/20/2020,Sulawesi Tenggara,48,41,0
7/20/2020,Sulawesi Utara,64,23,2
7/20/2020,Sumatera Barat,2,2,0
7/20/2020,Sumatera Selatan,42,39,2
7/20/2020,Sumatera Utara,15,-37,3
7/21/2020,Aceh,1,-4,0
7/21/2020,Bali,88,79,0
7/21/2020,Banten,8,-13,0
7/21/2020,Bengkulu,0,-1,0
7/21/2020,DKI Jakarta,432,158,8
7/21/2020,Daerah Istimewa Yogyakarta,28,24,1
7/21/2020,Gorontalo,79,78,1
7/21/2020,Indonesia,1655,85,81
7/21/2020,Jambi,2,2,0
7/21/2020,Jawa Barat,63,3,4
7/21/2020,Jawa Tengah,197,-37,23
7/21/2020,Jawa Timur,305,-90,25
7/21/2020,Kalimantan Barat,0,0,0
7/21/2020,Kalimantan Selatan,92,-104,5
7/21/2020,Kalimantan Tengah,14,-16,0
7/21/2020,Kalimantan Timur,71,66,0
7/21/2020,Kalimantan Utara,0,0,0
7/21/2020,Kepulauan Bangka Belitung,0,0,0
7/21/2020,Kepulauan Riau,0,0,0
7/21/2020,Lampung,1,0,0
7/21/2020,Maluku,19,10,0
7/21/2020,Maluku Utara,42,36,0
7/21/2020,Nusa Tenggara Barat,18,2,2
7/21/2020,Nusa Tenggara Timur,3,-1,0
7/21/2020,Papua,9,-1,3
7/21/2020,Papua Barat,3,2,0
7/21/2020,Riau,23,21,0
7/21/2020,Sulawesi Barat,1,1,0
7/21/2020,Sulawesi Selatan,93,-117,4
7/21/2020,Sulawesi Tengah,0,-2,0
7/21/2020,Sulawesi Tenggara,35,32,0
7/21/2020,Sulawesi Utara,38,-16,3
7/21/2020,Sumatera Barat,8,1,0
7/21/2020,Sumatera Selatan,58,47,2
7/21/2020,Sumatera Utara,42,8,4
7/22/2020,Aceh,2,-2,0
7/22/2020,Bali,77,43,0
7/22/2020,Banten,3,-12,0
7/22/2020,Bengkulu,4,4,0
7/22/2020,DKI Jakarta,387,15,5
7/22/2020,Daerah Istimewa Yogyakarta,21,18,2
7/22/2020,Gorontalo,0,-1,1
7/22/2020,Indonesia,1882,-46,139
7/22/2020,Jambi,2,-1,0
7/22/2020,Jawa Barat,45,11,0
7/22/2020,Jawa Tengah,385,94,76
7/22/2020,Jawa Timur,359,16,32
7/22/2020,Kalimantan Barat,0,-4,0
7/22/2020,Kalimantan Selatan,133,-2,1
7/22/2020,Kalimantan Tengah,36,-114,1
7/22/2020,Kalimantan Timur,30,-4,3
7/22/2020,Kalimantan Utara,0,0,0
7/22/2020,Kepulauan Bangka Belitung,1,-1,0
7/22/2020,Kepulauan Riau,4,3,0
7/22/2020,Lampung,5,4,0
7/22/2020,Maluku,0,0,0
7/22/2020,Maluku Utara,8,-2,2
7/22/2020,Nusa Tenggara Barat,12,2,0
7/22/2020,Nusa Tenggara Timur,0,0,0
7/22/2020,Papua,32,19,0
7/22/2020,Papua Barat,5,2,0
7/22/2020,Riau,38,38,0
7/22/2020,Sulawesi Barat,2,2,0
7/22/2020,Sulawesi Selatan,150,-209,3
7/22/2020,Sulawesi Tengah,0,-3,0
7/22/2020,Sulawesi Tenggara,15,12,0
7/22/2020,Sulawesi Utara,74,-52,1
7/22/2020,Sumatera Barat,10,9,0
7/22/2020,Sumatera Selatan,37,-16,0
7/22/2020,Sumatera Utara,166,133,7
7/23/2020,Aceh,7,5,1
7/23/2020,Bali,62,40,2
7/23/2020,Banten,10,5,1
7/23/2020,Bengkulu,10,5,0
7/23/2020,DKI Jakarta,462,292,2
7/23/2020,Daerah Istimewa Yogyakarta,10,6,0
7/23/2020,Gorontalo,4,-8,1
7/23/2020,Indonesia,1906,-120,117
7/23/2020,Jambi,0,-3,0
7/23/2020,Jawa Barat,53,-4,1
7/23/2020,Jawa Tengah,340,27,73
7/23/2020,Jawa Timur,323,-77,37
7/23/2020,Kalimantan Barat,0,0,0
7/23/2020,Kalimantan Selatan,116,1,0
7/23/2020,Kalimantan Tengah,27,2,0
7/23/2020,Kalimantan Timur,40,-10,0
7/23/2020,Kalimantan Utara,1,1,0
7/23/2020,Kepulauan Bangka Belitung,1,1,0
7/23/2020,Kepulauan Riau,0,-4,0
7/23/2020,Lampung,9,6,0
7/23/2020,Maluku,12,5,0
7/23/2020,Maluku Utara,9,-28,0
7/23/2020,Nusa Tenggara Barat,33,20,0
7/23/2020,Nusa Tenggara Timur,0,0,0
7/23/2020,Papua,46,42,0
7/23/2020,Papua Barat,10,-4,0
7/23/2020,Riau,4,2,0
7/23/2020,Sulawesi Barat,2,-1,0
7/23/2020,Sulawesi Selatan,119,-135,0
7/23/2020,Sulawesi Tengah,4,0,1
7/23/2020,Sulawesi Tenggara,27,22,1
7/23/2020,Sulawesi Utara,43,-68,0
7/23/2020,Sumatera Barat,3,0,0
7/23/2020,Sumatera Selatan,16,-43,5
7/23/2020,Sumatera Utara,104,80,8
7/24/2020,Aceh,4,-8,0
7/24/2020,Bali,62,47,0
7/24/2020,Banten,12,2,0
7/24/2020,Bengkulu,1,0,0
7/24/2020,DKI Jakarta,293,19,4
7/24/2020,Daerah Istimewa Yogyakarta,23,16,1
7/24/2020,Gorontalo,74,63,0
7/24/2020,Indonesia,1761,-109,89
7/24/2020,Jambi,2,1,0
7/24/2020,Jawa Barat,100,77,2
7/24/2020,Jawa Tengah,160,-25,48
7/24/2020,Jawa Timur,563,185,30
7/24/2020,Kalimantan Barat,0,0,0
7/24/2020,Kalimantan Selatan,90,-184,3
7/24/2020,Kalimantan Tengah,45,16,0
7/24/2020,Kalimantan Timur,38,4,2
7/24/2020,Kalimantan Utara,0,-2,0
7/24/2020,Kepulauan Bangka Belitung,3,3,0
7/24/2020,Kepulauan Riau,2,-7,0
7/24/2020,Lampung,0,-3,0
7/24/2020,Maluku,0,-3,0
7/24/2020,Maluku Utara,27,7,2
7/24/2020,Nusa Tenggara Barat,28,8,5
7/24/2020,Nusa Tenggara Timur,0,0,0
7/24/2020,Papua,68,66,0
7/24/2020,Papua Barat,1,-1,0
7/24/2020,Riau,13,12,0
7/24/2020,Sulawesi Barat,4,4,0
7/24/2020,Sulawesi Selatan,83,-480,3
7/24/2020,Sulawesi Tengah,1,1,0
7/24/2020,Sulawesi Tenggara,23,11,1
7/24/2020,Sulawesi Utara,44,-10,0
7/24/2020,Sumatera Barat,3,-3,0
7/24/2020,Sumatera Selatan,46,-9,0
7/24/2020,Sumatera Utara,56,20,3
7/25/2020,Aceh,6,4,0
7/25/2020,Bali,56,41,0
7/25/2020,Banten,5,-8,1
7/25/2020,Bengkulu,4,4,0
7/25/2020,DKI Jakarta,369,194,0
7/25/2020,Daerah Istimewa Yogyakarta,17,10,1
7/25/2020,Gorontalo,102,89,0
7/25/2020,Indonesia,1868,410,49
7/25/2020,Jambi,1,0,0
7/25/2020,Jawa Barat,66,27,0
7/25/2020,Jawa Tengah,222,29,16
7/25/2020,Jawa Timur,270,-105,22
7/25/2020,Kalimantan Barat,6,6,0
7/25/2020,Kalimantan Selatan,118,-65,5
7/25/2020,Kalimantan Tengah,67,-7,6
7/25/2020,Kalimantan Timur,62,36,2
7/25/2020,Kalimantan Utara,48,47,0
7/25/2020,Kepulauan Bangka Belitung,1,-2,0
7/25/2020,Kepulauan Riau,3,2,0
7/25/2020,Lampung,1,-1,0
7/25/2020,Maluku,6,6,0
7/25/2020,Maluku Utara,37,29,3
7/25/2020,Nusa Tenggara Barat,33,20,0
7/25/2020,Nusa Tenggara Timur,0,0,0
7/25/2020,Papua,42,-12,2
7/25/2020,Papua Barat,1,1,0
7/25/2020,Riau,5,-4,0
7/25/2020,Sulawesi Barat,12,10,0
7/25/2020,Sulawesi Selatan,136,-106,3
7/25/2020,Sulawesi Tengah,0,-1,0
7/25/2020,Sulawesi Tenggara,17,16,0
7/25/2020,Sulawesi Utara,54,30,1
7/25/2020,Sumatera Barat,12,-1,0
7/25/2020,Sumatera Selatan,17,-16,4
7/25/2020,Sumatera Utara,52,25,3
7/26/2020,Aceh,0,0,0
7/26/2020,Bali,43,30,0
7/26/2020,Banten,14,11,0
7/26/2020,Bengkulu,0,0,0
7/26/2020,DKI Jakarta,384,219,4
7/26/2020,Daerah Istimewa Yogyakarta,7,6,1
7/26/2020,Gorontalo,24,-13,2
7/26/2020,Indonesia,1492,124,67
7/26/2020,Jambi,0,0,0
7/26/2020,Jawa Barat,59,32,1
7/26/2020,Jawa Tengah,94,-97,15
7/26/2020,Jawa Timur,302,9,33
7/26/2020,Kalimantan Barat,0,0,0
7/26/2020,Kalimantan Selatan,115,-18,2
7/26/2020,Kalimantan Tengah,45,14,0
7/26/2020,Kalimantan Timur,32,5,2
7/26/2020,Kalimantan Utara,0,0,0
7/26/2020,Kepulauan Bangka Belitung,2,1,0
7/26/2020,Kepulauan Riau,1,0,1
7/26/2020,Lampung,3,0,0
7/26/2020,Maluku,29,26,1
7/26/2020,Maluku Utara,32,27,1
7/26/2020,Nusa Tenggara Barat,20,-3,1
7/26/2020,Nusa Tenggara Timur,8,8,0
7/26/2020,Papua,57,49,0
7/26/2020,Papua Barat,4,4,0
7/26/2020,Riau,11,-2,0
7/26/2020,Sulawesi Barat,5,5,0
7/26/2020,Sulawesi Selatan,137,128,9
7/26/2020,Sulawesi Tengah,1,1,0
7/26/2020,Sulawesi Tenggara,16,-25,0
7/26/2020,Sulawesi Utara,47,9,0
7/26/2020,Sumatera Barat,5,-1,0
7/26/2020,Sumatera Selatan,23,-13,1
7/26/2020,Sumatera Utara,20,-3,4
7/27/2020,Aceh,0,0,0
7/27/2020,Bali,63,54,0
7/27/2020,Banten,10,-13,0
7/27/2020,Bengkulu,0,0,0
7/27/2020,DKI Jakarta,501,379,10
7/27/2020,Daerah Istimewa Yogyakarta,15,11,0
7/27/2020,Gorontalo,31,16,0
7/27/2020,Indonesia,1525,-50,57
7/27/2020,Jambi,0,0,0
7/27/2020,Jawa Barat,58,-362,1
7/27/2020,Jawa Tengah,212,-15,4
7/27/2020,Jawa Timur,286,-41,18
7/27/2020,Kalimantan Barat,0,0,0
7/27/2020,Kalimantan Selatan,33,-37,3
7/27/2020,Kalimantan Tengah,21,-14,1
7/27/2020,Kalimantan Timur,18,-4,0
7/27/2020,Kalimantan Utara,0,-2,0
7/27/2020,Kepulauan Bangka Belitung,3,3,0
7/27/2020,Kepulauan Riau,2,2,0
7/27/2020,Lampung,2,0,0
7/27/2020,Maluku,0,-7,0
7/27/2020,Maluku Utara,14,-8,1
7/27/2020,Nusa Tenggara Barat,23,-1,3
7/27/2020,Nusa Tenggara Timur,0,0,0
7/27/2020,Papua,56,40,0
7/27/2020,Papua Barat,4,2,0
7/27/2020,Riau,4,-5,0
7/27/2020,Sulawesi Barat,1,1,0
7/27/2020,Sulawesi Selatan,114,102,4
7/27/2020,Sulawesi Tengah,0,0,0
7/27/2020,Sulawesi Tenggara,1,-7,0
7/27/2020,Sulawesi Utara,50,27,0
7/27/2020,Sumatera Barat,0,-3,0
7/27/2020,Sumatera Selatan,24,-12,1
7/27/2020,Sumatera Utara,48,34,1
7/28/2020,Aceh,25,25,0
7/28/2020,Bali,30,19,0
7/28/2020,Banten,9,-7,1
7/28/2020,Bengkulu,10,10,0
7/28/2020,DKI Jakarta,409,19,16
7/28/2020,Daerah Istimewa Yogyakarta,14,8,1
7/28/2020,Gorontalo,4,-38,0
7/28/2020,Indonesia,1748,-681,63
7/28/2020,Jambi,0,-1,0
7/28/2020,Jawa Barat,158,-470,0
7/28/2020,Jawa Tengah,185,-190,15
7/28/2020,Jawa Timur,273,-69,31
7/28/2020,Kalimantan Barat,16,16,0
7/28/2020,Kalimantan Selatan,94,-67,4
7/28/2020,Kalimantan Tengah,24,0,0
7/28/2020,Kalimantan Timur,66,32,0
7/28/2020,Kalimantan Utara,2,2,0
7/28/2020,Kepulauan Bangka Belitung,0,0,0
7/28/2020,Kepulauan Riau,8,1,1
7/28/2020,Lampung,0,-3,0
7/28/2020,Maluku,23,-18,1
7/28/2020,Maluku Utara,38,16,0
7/28/2020,Nusa Tenggara Barat,20,13,1
7/28/2020,Nusa Tenggara Timur,0,0,0
7/28/2020,Papua,19,10,0
7/28/2020,Papua Barat,1,-28,0
7/28/2020,Riau,25,19,1
7/28/2020,Sulawesi Barat,2,2,0
7/28/2020,Sulawesi Selatan,130,-129,4
7/28/2020,Sulawesi Tengah,4,1,0
7/28/2020,Sulawesi Tenggara,0,-3,0
7/28/2020,Sulawesi Utara,44,-23,3
7/28/2020,Sumatera Barat,5,1,0
7/28/2020,Sumatera Selatan,21,7,0
7/28/2020,Sumatera Utara,80,61,1
7/29/2020,Aceh,45,42,3
7/29/2020,Bali,61,40,0
7/29/2020,Banten,15,-14,1
7/29/2020,Bengkulu,2,-1,2
7/29/2020,DKI Jakarta,617,353,14
7/29/2020,Daerah Istimewa Yogyakarta,15,3,0
7/29/2020,Gorontalo,102,91,0
7/29/2020,Indonesia,2381,708,74
7/29/2020,Jambi,15,11,2
7/29/2020,Jawa Barat,120,54,3
7/29/2020,Jawa Tengah,314,-25,20
7/29/2020,Jawa Timur,286,-99,19
7/29/2020,Kalimantan Barat,0,0,0
7/29/2020,Kalimantan Selatan,101,22,8
7/29/2020,Kalimantan Tengah,0,-1,0
7/29/2020,Kalimantan Timur,57,10,0
7/29/2020,Kalimantan Utara,0,0,0
7/29/2020,Kepulauan Bangka Belitung,2,2,0
7/29/2020,Kepulauan Riau,8,7,1
7/29/2020,Lampung,0,0,0
7/29/2020,Maluku,1,-15,0
7/29/2020,Maluku Utara,31,13,1
7/29/2020,Nusa Tenggara Barat,40,10,0
7/29/2020,Nusa Tenggara Timur,0,0,0
7/29/2020,Papua,27,10,0
7/29/2020,Papua Barat,16,14,0
7/29/2020,Riau,6,-10,0
7/29/2020,Sulawesi Barat,6,0,0
7/29/2020,Sulawesi Selatan,126,99,3
7/29/2020,Sulawesi Tengah,1,1,0
7/29/2020,Sulawesi Tenggara,7,5,0
7/29/2020,Sulawesi Utara,57,18,0
7/29/2020,Sumatera Barat,17,10,0
7/29/2020,Sumatera Selatan,34,7,7
7/29/2020,Sumatera Utara,241,208,3
7/30/2020,Aceh,74,74,0
7/30/2020,Bali,50,32,0
7/30/2020,Banten,29,9,3
7/30/2020,Bengkulu,2,2,0
7/30/2020,DKI Jakarta,397,190,19
7/30/2020,Daerah Istimewa Yogyakarta,23,9,0
7/30/2020,Gorontalo,58,40,0
7/30/2020,Indonesia,1904,-333,83
7/30/2020,Jambi,2,2,0
7/30/2020,Jawa Barat,131,-221,6
7/30/2020,Jawa Tengah,165,-263,19
7/30/2020,Jawa Timur,315,12,20
7/30/2020,Kalimantan Barat,0,0,0
7/30/2020,Kalimantan Selatan,87,-69,1
7/30/2020,Kalimantan Tengah,24,23,0
7/30/2020,Kalimantan Timur,70,38,2
7/30/2020,Kalimantan Utara,12,12,0
7/30/2020,Kepulauan Bangka Belitung,0,0,0
7/30/2020,Kepulauan Riau,0,0,0
7/30/2020,Lampung,3,3,0
7/30/2020,Maluku,24,21,1
7/30/2020,Maluku Utara,6,4,2
7/30/2020,Nusa Tenggara Barat,36,24,0
7/30/2020,Nusa Tenggara Timur,0,0,0
7/30/2020,Papua,33,19,0
7/30/2020,Papua Barat,17,-11,1
7/30/2020,Riau,10,-9,0
7/30/2020,Sulawesi Barat,22,14,1
7/30/2020,Sulawesi Selatan,92,-14,3
7/30/2020,Sulawesi Tengah,0,0,0
7/30/2020,Sulawesi Tenggara,6,-1,0
7/30/2020,Sulawesi Utara,86,61,3
7/30/2020,Sumatera Barat,16,8,0
7/30/2020,Sumatera Selatan,57,15,0
7/30/2020,Sumatera Utara,68,-204,4
7/31/2020,Aceh,98,98,0
7/31/2020,Bali,47,37,0
7/31/2020,Banten,34,22,1
7/31/2020,Bengkulu,3,3,0
7/31/2020,DKI Jakarta,430,11,14
